,STATE_UT_NAME,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,flood,Avg_june10days,maytojune
466,GUJARAT,0.6,0.1,0.8,0,7.2,305.3,728.9,484.8,284.3,42.1,10.8,1.5,1866.4,0.7,8,1803.3,54.4,0,101.7666667,298.1
467,GUJARAT,1.2,0.3,1.6,0.4,3.7,119.5,277.3,261.2,130.9,19.2,16.9,2.4,834.6,1.5,5.7,788.9,38.5,0,39.83333333,115.8
468,GUJARAT,1.1,0.9,1.5,0.3,3.8,56.9,206.3,166,84.7,10.2,6.6,1.3,539.6,2,5.6,513.9,18.1,0,18.96666667,53.1
469,GUJARAT,1.8,0.2,1.3,1,4.5,111,284.6,292,165.7,27.8,11,2.7,903.6,2,6.8,853.3,41.5,0,37,106.5
470,GUJARAT,0,0,0.8,0.1,8.1,234.8,574.5,442.7,232.9,28,11,3.1,1536,0,9,1484.9,42.1,0,78.26666667,226.7
471,GUJARAT,0.6,0.2,1.4,0.2,3.2,104.8,190.8,126.2,96.4,25.4,16.6,1.5,567.3,0.8,4.8,518.2,43.5,0,34.93333333,101.6
472,GUJARAT,0.5,0.3,1.2,0.1,2.9,115.5,178.8,140,103.4,22.2,12.4,1,578.3,0.8,4.2,537.7,35.6,0,38.5,112.6
473,GUJARAT,0.6,1,2.7,0.3,1.5,89.1,196.6,118,58.7,16.8,12,0.7,498,1.6,4.5,462.4,29.5,0,29.7,87.6
474,GUJARAT,0.5,0.4,0.3,0.1,1.2,190.2,334.1,165.5,97.4,27.6,12.7,0.4,830.4,0.9,1.6,787.2,40.7,0,63.4,189
475,GUJARAT,0.6,0.7,1.7,0.2,2.8,45.1,151.5,103.9,60.8,12.5,7.7,1.3,388.8,1.3,4.7,361.3,21.5,0,15.03333333,42.3
476,GUJARAT,0.3,0,0.9,0.4,2.9,96.6,216.4,144.2,82.9,22.9,10.1,1.5,579.1,0.3,4.2,540.1,34.5,0,32.2,93.7
477,GUJARAT,0.2,0,0.1,0.3,4.7,99.7,168.8,148.1,83.2,17.5,11.3,0.7,534.6,0.2,5.1,499.8,29.5,0,33.23333333,95
478,GUJARAT,0.5,0.9,1.3,0.1,1.6,166.3,277.3,145.6,83.5,25.2,13.7,0.6,716.6,1.4,3,672.7,39.5,0,55.43333333,164.7
479,DADAR NAGAR HAVELI,0.4,0.3,0,0,7.4,385.1,884.5,655.9,391.4,38.6,10.5,0,2374.1,0.7,7.4,2316.9,49.1,0,128.3666667,377.7
480,DAMAN AND DUI,0.4,0.3,0,0,7.4,385.1,884.5,655.9,391.4,38.6,10.5,0,2374.1,0.7,7.4,2316.9,49.1,0,128.3666667,377.7
481,DAMAN AND DUI,0.7,0.7,0.4,0.2,0.9,167.9,281.7,133.3,63.8,32.5,14.3,0.9,697.3,1.4,1.5,646.7,47.7,0,55.96666667,167
482,MAHARASHTRA,1,1,0.4,1,18,539,785.4,508.7,309.3,77.1,12.3,4.3,2257.5,2,19.4,2142.4,93.7,0,179.6666667,521
483,MAHARASHTRA,0.2,0.2,0.1,1.8,20.3,656.8,1209.8,852.8,398.3,114.6,19.7,4.3,3278.9,0.4,22.2,3117.7,138.6,1,218.9333333,636.5
484,MAHARASHTRA,0.1,0,0.1,3.5,31.7,829.9,1212.7,859.2,359.7,143.1,24.9,5.7,3470.6,0.1,35.3,3261.5,173.7,1,276.6333333,798.2
485,MAHARASHTRA,0.2,0.3,0.3,0.7,13.9,436.4,973.7,677.8,340.4,84.5,12.4,1.5,2542.1,0.5,14.9,2428.3,98.4,1,145.4666667,422.5
486,MAHARASHTRA,0.3,0.1,0.4,4.3,58.9,909.5,1100,706.9,305.4,142.9,30.5,10,3269.2,0.4,63.6,3021.8,183.4,1,303.1666667,850.6
487,MAHARASHTRA,1,1,0.4,1,18,539,785.4,508.7,309.3,77.1,12.3,4.3,2257.5,2,19.4,2142.4,93.7,0,179.6666667,521
488,GOA,0.4,0,0.7,9,94.3,949.8,1182.6,730.2,292.3,165.7,35.1,11.3,3471.4,0.4,104,3154.9,212.1,1,316.6,855.5
489,GOA,0.7,0.1,0.4,6.6,81.2,866.4,1033.6,637.4,269.5,145.7,34.9,9.1,3085.6,0.8,88.2,2806.9,189.7,1,288.8,785.2
490,MAHARASHTRA,0.6,1.3,3,5.3,21.6,104.9,101.8,91.8,139.1,73.8,22.5,7.5,573.2,1.9,29.9,437.6,103.8,0,34.96666667,83.3
491,MAHARASHTRA,2.5,1,3.2,1.6,10.3,117.5,168.9,131.4,105.7,43.5,16.7,4.9,607.2,3.5,15.1,523.5,65.1,0,39.16666667,107.2
492,MAHARASHTRA,3.3,2.4,4.3,1.4,7.5,132.1,191,195.6,123.1,46.1,17.1,7,730.9,5.7,13.2,641.8,70.2,0,44.03333333,124.6
493,MAHARASHTRA,1,0.8,4.6,25.9,60.2,351.5,723.7,477.2,185.2,125,30.4,7.3,1992.8,1.8,90.7,1737.6,162.7,0,117.1666667,291.3
494,MAHARASHTRA,1.2,0.5,1,4.7,15.1,154.9,315,259,183.3,68,22.3,4.6,1029.6,1.7,20.8,912.2,94.9,0,51.63333333,139.8
495,MAHARASHTRA,0.6,0.1,1.6,7.6,27.4,156.9,312.9,225.1,166.1,87.1,24.3,6,1015.7,0.7,36.6,861,117.4,0,52.3,129.5
496,MAHARASHTRA,1.7,0.8,4.3,22.6,54,119,150.6,107.2,131.3,108.3,25.2,5.6,730.6,2.5,80.9,508.1,139.1,0,39.66666667,65
497,MAHARASHTRA,0.7,0.7,3.1,14,36.4,150.7,254.4,175.2,143.5,95.6,29.9,8.3,912.5,1.4,53.5,723.8,133.8,0,50.23333333,114.3
498,MAHARASHTRA,2.7,1.5,3.4,9.2,29.8,102.7,99.8,101.6,170.1,94.5,24.6,6.6,646.5,4.2,42.4,474.2,125.7,0,34.23333333,72.9
499,MAHARASHTRA,1,0,0.3,1.5,9.3,137.6,301.4,243.3,146.1,37.2,10.6,2.4,890.7,1,11.1,828.4,50.2,0,45.86666667,128.3
500,MAHARASHTRA,2.5,1.6,3.1,2.8,17.1,130.4,156.3,157.9,149.6,59.2,25,10.7,716.2,4.1,23,594.2,94.9,0,43.46666667,113.3
501,MAHARASHTRA,2.5,2,3.8,7,19.7,128.3,136.2,137,167.9,71.3,22.6,10.1,708.4,4.5,30.5,569.4,104,0,42.76666667,108.6
502,MAHARASHTRA,4.9,4.5,8.4,8.8,15.9,155.2,247.1,242.6,171.5,79.9,16.2,6.1,961.1,9.4,33.1,816.4,102.2,0,51.73333333,139.3
503,MAHARASHTRA,3.4,2.6,3.9,7.5,26.3,132.1,154.2,154.2,182.9,85.3,22.3,4.6,779.3,6,37.7,623.4,112.2,0,44.03333333,105.8
504,MAHARASHTRA,5.8,2.9,7.9,7.5,14.4,154.6,215.3,219.9,167.4,74.4,16.9,10,897,8.7,29.8,757.2,101.3,0,51.53333333,140.2
505,MAHARASHTRA,4.4,3.6,7.8,11.5,21.1,144.8,217.9,220.4,169.4,81,22.4,5.7,910,8,40.4,752.5,109.1,0,48.26666667,123.7
506,MAHARASHTRA,3.2,2,4.5,2.7,17.5,139.3,165,159.9,142.2,61.2,24.1,8.1,729.7,5.2,24.7,606.4,93.4,0,46.43333333,121.8
507,MAHARASHTRA,5,4.8,7.2,6.1,13.4,185.2,243.3,255.7,164.9,66.2,18.2,9.4,979.4,9.8,26.7,849.1,93.8,0,61.73333333,171.8
508,MAHARASHTRA,8.6,5.3,8.8,4.4,9.7,142.9,226.3,204.3,128.8,52.8,16.7,6.8,815.4,13.9,22.9,702.3,76.3,0,47.63333333,133.2
509,MAHARASHTRA,10.1,6.3,7.8,3.7,6.4,137.2,254.2,243.8,151.4,53,15.2,8.3,897.4,16.4,17.9,786.6,76.5,0,45.73333333,130.8
510,MAHARASHTRA,15.9,13.2,17.7,10.2,11.4,168,376.4,391.2,201.6,61.8,13.4,11.9,1292.7,29.1,39.3,1137.2,87.1,0,56,156.6
511,MAHARASHTRA,4.6,3,6.1,2.9,8,139.7,191.5,195.3,120.1,52.7,16,7,746.9,7.6,17,646.6,75.7,0,46.56666667,131.7
512,MAHARASHTRA,11.4,8.9,14.6,10.8,11.6,180.6,374,374.1,203.1,65.1,9.9,7.9,1272,20.3,37,1131.8,82.9,0,60.2,169
513,MAHARASHTRA,13.7,10.9,15.9,9.7,11,158,308.9,280.6,176.4,56.9,14.3,12.1,1068.4,24.6,36.6,923.9,83.3,0,52.66666667,147
514,MAHARASHTRA,8.6,4.6,11,7.7,11.9,173.6,267.1,262.8,151.5,61.9,13.2,8.9,982.8,13.2,30.6,855,84,0,57.86666667,161.7
515,MAHARASHTRA,11.2,9.2,13.1,8.5,15.9,169.7,273.6,273.2,163.8,57.9,15.1,15.8,1027,20.4,37.5,880.3,88.8,0,56.56666667,153.8
516,MAHARASHTRA,9.6,7.6,14,12.2,17,209.2,454,441.4,198.4,68.8,11.2,6.4,1449.8,17.2,43.2,1303,86.4,0,69.73333333,192.2
517,MAHARASHTRA,9,5.7,7.5,4.9,8.3,173,245.4,250.4,156.8,61,11.5,7.4,940.9,14.7,20.7,825.6,79.9,0,57.66666667,164.7
518,MAHARASHTRA,15.2,11.2,16.3,9.1,8.4,174.1,418.1,424.3,212.3,58.9,10.7,12.1,1370.7,26.4,33.8,1228.8,81.7,0,58.03333333,165.7
519,CHATISGARH,8.2,8.6,16.2,36.7,38.6,203.8,350.9,373.9,225.6,81.4,12.4,6.3,1362.6,16.8,91.5,1154.2,100.1,0,67.93333333,165.2
520,CHATISGARH,17.4,17.2,17.9,15,18.1,171.1,357.9,336.3,202.5,54.8,9.4,11.4,1229,34.6,51,1067.8,75.6,0,57.03333333,153
521,CHATISGARH,6.4,5.7,12.3,7,9.3,173,325.6,320.7,198.7,56.5,4.7,3,1122.9,12.1,28.6,1018,64.2,0,57.66666667,163.7
522,CHATISGARH,11,12.8,11.6,11.4,18.3,179.8,373.2,356.9,233.6,49.5,6.6,5.2,1269.9,23.8,41.3,1143.5,61.3,0,59.93333333,161.5
523,CHATISGARH,6.5,8.5,12.3,9.2,16.5,170.3,352.9,327.1,196.7,52.6,7.4,4.6,1164.6,15,38,1047,64.6,0,56.76666667,153.8
524,CHATISGARH,18.7,15.1,13.6,8.5,14.5,198.5,393.7,379.2,223.7,50.7,9.2,6.5,1331.9,33.8,36.6,1195.1,66.4,0,66.16666667,184
525,CHATISGARH,9,9.2,12.6,7.8,15.5,169.3,351.6,341.1,214.6,60.9,8.4,9.3,1209.3,18.2,35.9,1076.6,78.6,0,56.43333333,153.8
526,CHATISGARH,2.6,0.8,4.5,14.7,21.9,180.5,407.9,381,208.7,93.2,10.8,1.3,1327.9,3.4,41.1,1178.1,105.3,0,60.16666667,158.6
527,CHATISGARH,7.9,11.1,14.8,18.1,19.9,191.7,392.5,423.4,229.1,73.7,8.3,4.7,1395.2,19,52.8,1236.7,86.7,0,63.9,171.8
528,CHATISGARH,13.1,12.1,14.2,7,11.3,167.6,394.1,417.2,223,44.1,5.2,6.9,1315.8,25.2,32.5,1201.9,56.2,0,55.86666667,156.3
529,CHATISGARH,17.2,15.4,15.8,12.4,12.2,183.2,409.8,434.7,215.8,47.1,14.2,7.7,1385.5,32.6,40.4,1243.5,69,0,61.06666667,171
530,CHATISGARH,19.6,21.2,13.8,17.9,31.6,245.2,428.6,417.4,257.4,75.5,9,7.2,1544.4,40.8,63.3,1348.6,91.7,0,81.73333333,213.6
531,CHATISGARH,3.9,9,11.4,11.3,17.2,157.9,357.8,326.6,208.3,57.8,4.2,3.2,1168.6,12.9,39.9,1050.6,65.2,0,52.63333333,140.7
532,CHATISGARH,3.7,7.8,12.2,5.6,10.4,171.8,332.4,339.9,199.9,49.8,5.3,2.5,1141.3,11.5,28.2,1044,57.6,0,57.26666667,161.4
533,CHATISGARH,15.9,7.2,9.8,4.3,5.8,159.7,389.1,382.8,207.3,29.2,6.4,5.9,1223.4,23.1,19.9,1138.9,41.5,0,53.23333333,153.9
534,CHATISGARH,12.6,13.9,14,7.6,16.7,141.9,281.2,286.1,173.7,58.9,11.1,11.6,1029.3,26.5,38.3,882.9,81.6,0,47.3,125.2
535,CHATISGARH,6.9,8.7,14.7,22.7,24.5,189.3,399.9,425.7,212.5,84.7,10.9,4,1404.5,15.6,61.9,1227.4,99.6,0,63.1,164.8
536,CHATISGARH,6.2,4.2,11.9,18.9,12.4,195.9,458.2,486.1,228.9,92.8,9.4,3.3,1528.2,10.4,43.2,1369.1,105.5,0,65.3,183.5
537,ANDHRA PRADESH,6,10.1,11.3,22.8,75.3,131.9,206.4,188.4,177.2,199,69.8,7.8,1106,16.1,109.4,703.9,276.6,0,43.96666667,56.6
538,ANDHRA PRADESH,6.1,10.7,8.7,19,55.8,135.8,240.2,227.8,180.1,197.8,66.7,11.7,1160.4,16.8,83.5,783.9,276.2,0,45.26666667,80
539,ANDHRA PRADESH,5.5,7.7,7.7,15,58.4,90.2,147.3,155.4,150.1,143.9,75.8,14.5,871.5,13.2,81.1,543,234.2,0,30.06666667,31.8
540,ANDHRA PRADESH,4.6,6.3,8.7,16.9,46.8,120.9,216.6,194.2,169.7,164.2,66.1,12.1,1027.1,10.9,72.4,701.4,242.4,0,40.3,74.1
541,ANDHRA PRADESH,15.7,11.6,6,15.2,51.4,53.4,91.2,95,112.8,248.2,283.9,107.2,1091.6,27.3,72.6,352.4,639.3,0,17.8,2
542,ANDHRA PRADESH,7.9,8.8,10.5,14.9,52.3,64.3,99.3,95.9,123,181.9,115,32.1,805.9,16.7,77.7,382.5,329,0,21.43333333,12
543,ANDHRA PRADESH,7.9,18.1,17.2,26.3,63.9,145,190.2,202.4,208.1,211.4,69.8,4.9,1165.2,26,107.4,745.7,286.1,0,48.33333333,81.1
544,ANDHRA PRADESH,8.8,10.8,17.6,44.7,96.6,132.6,178.2,178.2,185.4,204.3,59.2,4.3,1120.7,19.6,158.9,674.4,267.8,0,44.2,36
545,ANDHRA PRADESH,8.7,14.4,17.7,32.3,90.7,140.7,181.5,194.8,209.1,188.1,56.3,6.1,1140.4,23.1,140.7,726.1,250.5,0,46.9,50
546,ANDHRA PRADESH,7.5,7,11.4,11.9,18.2,178.4,317.4,291.7,171.4,83,14.8,7.3,1120,14.5,41.5,958.9,105.1,0,59.46666667,160.2
547,ANDHRA PRADESH,5.9,7.4,14.6,20.4,33.8,110.7,176.8,190.5,165.5,95.6,23.7,6.4,851.3,13.3,68.8,643.5,125.7,0,36.9,76.9
548,ANDHRA PRADESH,10.8,5.6,10.8,15.7,24,153.2,257.3,226.7,163.1,85.9,20.8,5.9,979.8,16.4,50.5,800.3,112.6,0,51.06666667,129.2
549,ANDHRA PRADESH,4.5,7.1,10.6,23.8,52.6,150.3,282.8,256.4,170.9,106.9,24.5,4.5,1094.9,11.6,87,860.4,135.9,0,50.1,97.7
550,ANDHRA PRADESH,1.8,2.9,5.6,16.6,34.1,91.1,161.6,158.2,148.8,85.4,21.2,3.8,731.1,4.7,56.3,559.7,110.4,0,30.36666667,57
551,ANDHRA PRADESH,6.5,4.9,9.5,18.8,28,138.2,229.4,211.1,165.2,86.6,19.3,4.8,922.3,11.4,56.3,743.9,110.7,0,46.06666667,110.2
552,ANDHRA PRADESH,4.1,4.3,9.2,15.1,28.7,103.2,154.7,147.2,149.6,105.8,32,6.6,760.5,8.4,53,554.7,144.4,0,34.4,74.5
553,ANDHRA PRADESH,7.9,4.4,8.8,12.3,24.5,161.3,289.4,296.5,172.9,91.3,17.1,5.5,1091.9,12.3,45.6,920.1,113.9,0,53.76666667,136.8
554,ANDHRA PRADESH,8.3,7.8,12.3,14.2,28.7,147.6,271.2,222.3,155.5,88.9,22.9,7.2,986.9,16.1,55.2,796.6,119,0,49.2,118.9
555,ANDHRA PRADESH,3.1,4,7.4,21.1,34.6,109.4,190.6,176.5,177.2,94.5,19.1,4.3,841.8,7.1,63.1,653.7,117.9,0,36.46666667,74.8
556,ANDHRA PRADESH,3,3.3,6.1,18.9,56.7,55.2,64.3,74.5,128.8,115,35.3,11.6,572.7,6.3,81.7,322.8,161.9,0,18.4,1.5
557,ANDHRA PRADESH,7.7,7.6,10.1,25.6,67.2,66.8,100.1,110.2,140,167.2,137.3,58.4,898.2,15.3,102.9,417.1,362.9,0,22.26666667,0.4
558,ANDHRA PRADESH,1.9,2.4,4.7,17.3,47.6,69.8,101.1,108.6,124.6,137.3,77.2,24.4,716.9,4.3,69.6,404.1,238.9,0,23.26666667,22.2
559,ANDHRA PRADESH,1.2,1.9,5.7,18.3,51.7,80.5,115.8,124.3,139.6,105.6,28.4,6.6,679.6,3.1,75.7,460.2,140.6,0,26.83333333,28.8
560,TAMIL NADU,8.1,6.8,9.2,22.3,75,65.9,107.3,129,163.9,163.2,127.2,58.3,936.2,14.9,106.5,466.1,348.7,0,21.96666667,9.1
561,TAMIL NADU,8.1,12.2,17.2,53.4,79.7,32.9,47.2,40.6,69.1,151.9,129.6,47.4,689.3,20.3,150.3,189.8,328.9,0,10.96666667,46.8
562,TAMIL NADU,8,10.2,15.9,41.7,102.8,53.6,77.9,99.3,162.6,180.5,103.3,46.3,902.1,18.2,160.4,393.4,330.1,0,17.86666667,49.2
563,TAMIL NADU,18.4,22,42.5,104.3,141.5,186.1,112.5,76.7,102.1,226.3,208.6,61.5,1302.5,40.4,288.3,477.4,496.4,0,62.03333333,44.6
564,TAMIL NADU,22.1,14.6,3,12,43.5,64.1,108.6,147.9,118.5,266.5,367.8,155.6,1324.2,36.7,58.5,439.1,789.9,0,21.36666667,20.6
565,TAMIL NADU,13.6,14.5,20.6,57.8,66.4,48.7,66.6,87.3,133.3,206.2,151.3,61.6,927.9,28.1,144.8,335.9,419.1,0,16.23333333,17.7
566,TAMIL NADU,23.1,26.2,35.6,82.4,117.3,169.8,260.8,180.9,148.4,217.9,181.2,79.1,1522.7,49.3,235.3,759.9,478.2,0,56.6,52.5
567,TAMIL NADU,33,18.3,23.5,53,39,16.9,30.1,44.2,58.1,182.4,187.2,122.1,807.8,51.3,115.5,149.3,491.7,0,5.633333333,22.1
568,TAMIL NADU,8.5,7.5,16,54,100.8,65.1,96.4,119.6,159.5,190.9,123.8,55.8,997.9,16,170.8,440.6,370.5,0,21.7,35.7
569,TAMIL NADU,26.9,15.4,17.3,30.5,54.3,39.8,65,101.8,111.8,183.8,219.2,147.3,1013.1,42.3,102.1,318.4,550.3,0,13.26666667,14.5
570,TAMIL NADU,13.6,9.1,11.8,38.4,59.7,31.5,53.2,73.8,135.4,173.2,139.9,78.4,818,22.7,109.9,293.9,391.5,0,10.5,28.2
571,TAMIL NADU,35.4,33.9,48.1,70.4,47.7,37.9,39.5,26.8,38.2,157.5,210.1,99.6,845.1,69.3,166.2,142.4,467.2,0,12.63333333,9.8
572,TAMIL NADU,6.6,9.5,16.8,44.5,81.1,27.5,38.9,57.6,105.8,158.9,110.5,45.2,702.9,16.1,142.4,229.8,314.6,0,9.166666667,53.6
573,TAMIL NADU,23.2,9.9,13.5,34.2,49.8,44.6,79.3,109,117.7,158,147.1,101.1,887.4,33.1,97.5,350.6,406.2,0,14.86666667,5.2
574,TAMIL NADU,19,11.9,22.4,62.6,83,41.2,55.9,70.5,127.8,188.1,159,89.3,930.7,30.9,168,295.4,436.4,0,13.73333333,41.8
575,TAMIL NADU,18.8,24,28.8,67.5,65.2,22.1,35.8,51.4,87.5,180.7,172.7,65.6,820.1,42.8,161.5,196.8,419,0,7.366666667,43.1
576,TAMIL NADU,15.6,12.3,17.5,46.1,57.6,41.9,72,88.2,98.9,187.1,148.5,87.1,872.8,27.9,121.2,301,422.7,0,13.96666667,15.7
577,TAMIL NADU,24.6,18.2,29.1,51.5,31,7.1,15.9,15.8,36.1,151.3,185.4,90.3,656.3,42.8,111.6,74.9,427,0,2.366666667,23.9
578,TAMIL NADU,14.7,11.8,11.4,19.3,68.2,62.4,96,142.3,167.4,194.2,170.2,82.1,1040,26.5,98.9,468.1,446.5,0,20.8,5.8
579,TAMIL NADU,62.6,23.1,18.5,24,38,36.8,59.9,93,96.4,241.2,411.7,288.1,1393.3,85.7,80.5,286.1,941,0,12.26666667,1.2
580,TAMIL NADU,18.5,9.7,9.3,16.3,50.4,48.9,83.9,130.2,145.3,186.5,195.1,117.5,1011.6,28.2,76,408.3,499.1,0,16.3,1.5
581,TAMIL NADU,27.9,16.2,14.6,17,50.1,47.3,75.1,129.2,131.5,220.2,295.3,182.3,1206.7,44.1,81.7,383.1,697.8,0,15.76666667,2.8
582,TAMIL NADU,17.3,11.8,3.3,16.4,46.3,68.4,109.5,164.1,148.8,225.8,283,133,1227.7,29.1,66,490.8,641.8,0,22.8,22.1
583,TAMIL NADU,18,13.5,5.1,13.7,48.4,68.6,110.3,135.4,137.3,211,261.3,117,1139.6,31.5,67.2,451.6,589.3,0,22.86666667,20.2
584,TAMIL NADU,16,19.4,35.4,73.4,59.5,22,32.6,33.3,70.5,167.7,139,51.2,720,35.4,168.3,158.4,357.9,0,7.333333333,37.5
585,TAMIL NADU,6.5,7.4,12.7,44.1,91.8,44,68,97.4,129.9,156.8,98.8,36,793.4,13.9,148.6,339.3,291.6,0,14.66666667,47.8
586,TAMIL NADU,9.7,7.8,10.4,38,60.8,19.8,35.7,51.8,106.3,144.6,119.1,51,655,17.5,109.2,213.6,314.7,0,6.6,41
587,TAMIL NADU,13.1,8.3,12.7,30.8,65.4,32.6,50.3,81.9,125.9,191,155,94.9,861.9,21.4,108.9,290.7,440.9,0,10.86666667,32.8
588,TAMIL NADU,40.9,19.2,17.2,33.7,46.8,33.4,64,94,105,200.3,304,214.8,1173.3,60.1,97.7,296.4,719.1,0,11.13333333,13.4
589,TAMIL NADU,4.9,5.8,12.3,39.9,99.4,55.9,75.4,96.4,171.3,176.9,77.9,34.6,850.7,10.7,151.6,399,289.4,0,18.63333333,43.5
590,TAMIL NADU,21.2,11.3,13.1,21.9,66.8,51.5,72.7,129.2,138.6,193.4,205.2,146.9,1071.8,32.5,101.8,392,545.5,0,17.16666667,15.3
591,TAMIL NADU,7.1,6.9,13.4,48,73.7,22,27.1,31.7,74,147.7,120,46.6,618.2,14,135.1,154.8,314.3,0,7.333333333,51.7
592,PONDICHERRY,17.9,19.6,16.6,10.7,43.6,46.9,84.3,127.8,126,270.7,368.5,203.9,1336.5,37.5,70.9,385,843.1,0,15.63333333,3.3
593,PONDICHERRY,53.3,42.9,17.1,17,32.5,50,59.2,82.3,101.6,275.7,475.1,297.7,1504.4,96.2,66.6,293.1,1048.5,0,16.66666667,17.5
594,PONDICHERRY,17.9,19.6,16.6,10.7,43.6,46.9,84.3,127.8,126,270.7,368.5,203.9,1336.5,37.5,70.9,385,843.1,0,15.63333333,3.3
595,PONDICHERRY,17.9,19.6,16.6,10.7,43.6,46.9,84.3,127.8,126,270.7,368.5,203.9,1336.5,37.5,70.9,385,843.1,0,15.63333333,3.3
596,KARNATAKA,0.3,0.1,2.7,22.1,114,740.9,1053.8,667.7,258.5,155.1,44.1,11.2,3070.5,0.4,138.8,2720.9,210.4,1,246.9666667,626.9
597,KARNATAKA,1.9,0.7,6.4,39.8,180.9,977.2,1227.2,833.6,313.6,236.9,82,15.6,3915.8,2.6,227.1,3351.6,334.5,1,325.7333333,796.3
598,KARNATAKA,1.4,0.4,4.1,29.4,193.8,1081,1371.6,902.2,404.9,223.8,74.6,18.8,4306,1.8,227.3,3759.7,317.2,1,360.3333333,887.2
599,KARNATAKA,0.7,0.9,6.2,30.2,74.8,130.4,204,126.7,113,116.6,30.6,5.1,839.2,1.6,111.2,574.1,152.3,0,43.46666667,55.6
600,KARNATAKA,5.9,6.1,10.1,21.7,31.4,137.1,190.7,196.6,170.5,93.5,20.9,6.2,890.7,12,63.2,694.9,120.6,0,45.7,105.7
601,KARNATAKA,2.4,2.7,5.2,20.1,46.5,94.5,91.8,91.3,158.4,111.7,24.9,6.9,656.4,5.1,71.8,436,143.5,0,31.5,48
602,KARNATAKA,2.3,3.2,6.9,46.6,82.5,113.8,149.1,101.6,119.5,120.4,39.6,6.2,791.7,5.5,136,484,166.2,0,37.93333333,31.3
603,KARNATAKA,4.3,2.9,6.2,19.7,36.4,112.8,156.1,167.6,184,105.3,20.8,4.5,820.6,7.2,62.3,620.5,130.6,0,37.6,76.4
604,KARNATAKA,4.4,3.6,5.2,20.5,36.8,116.8,153,161.2,179.8,123.4,24.5,5.3,834.5,8,62.5,610.8,153.2,0,38.93333333,80
605,KARNATAKA,1.4,2,4.1,17.7,40.5,81.7,110.2,122.2,147.5,110.5,21.4,5.9,665.1,3.4,62.3,461.6,137.8,0,27.23333333,41.2
606,KARNATAKA,1.8,1.5,4.5,23.5,57.3,80.1,73.6,72.5,137.1,112.8,25.3,7,597,3.3,85.3,363.3,145.1,0,26.7,22.8
607,KARNATAKA,1.2,1,3.9,33.5,71.7,85.1,70.4,75.3,137.5,121.1,33,7.5,641.2,2.2,109.1,368.3,161.6,0,28.36666667,13.4
608,KARNATAKA,0.3,0.5,4,43.6,78.5,114.7,169.8,111.1,99.5,119,43.9,7,791.9,0.8,126.1,495.1,169.9,0,38.23333333,36.2
609,KARNATAKA,1.2,0.4,2.5,19.2,50.5,72.2,75.6,89.1,145.7,108.1,25.8,8,598.3,1.6,72.2,382.6,141.9,0,24.06666667,21.7
610,KARNATAKA,1.7,5.8,7.6,36.2,93.1,71.2,91.7,118.1,170.9,171.8,55.4,13.5,837,7.5,136.9,451.9,240.7,0,23.73333333,21.9
611,KARNATAKA,1.4,1.4,2.9,26.2,57.9,72.4,77,89.3,137.3,116.3,31.1,9.6,622.8,2.8,87,376,157,0,24.13333333,14.5
612,KARNATAKA,1.6,2,12,60.2,105.9,395,662.1,425,175.2,167.4,58.8,12.3,2077.5,3.6,178.1,1657.3,238.5,0,131.6666667,289.1
613,KARNATAKA,1.4,1.2,4.4,25.8,64.9,50.5,56.1,58.9,105.5,116.4,33.8,8.8,527.7,2.6,95.1,271,159,0,16.83333333,14.4
614,KARNATAKA,3.5,4.2,18.5,89.8,152.7,542.2,884.4,543.9,211.4,201.7,71.6,17.5,2741.4,7.7,261,2181.9,290.8,0,180.7333333,389.5
615,KARNATAKA,1.3,2.5,10.7,55.1,102.2,125,203.8,130,115.5,156,54.1,10.9,967.1,3.8,168,574.3,221,0,41.66666667,22.8
616,KARNATAKA,2.7,4.5,10.4,27.8,74.4,63.3,76.4,91.2,151.8,148.2,58.8,21.6,731.1,7.2,112.6,382.7,228.6,0,21.1,11.1
617,KARNATAKA,1.9,3.6,7.6,45.3,105.1,48.7,49.3,58.9,128.2,153.1,47,14,662.7,5.5,158,285.1,214.1,0,16.23333333,56.4
618,KARNATAKA,2.5,3.5,11.4,58.7,124.6,79.7,92.4,64.8,106.7,152.4,48.8,13.1,758.6,6,194.7,343.6,214.3,0,26.56666667,44.9
619,KARNATAKA,0.5,0.4,6.3,38,78.3,346.8,624.3,403.8,139.1,137.5,44.6,8.3,1827.9,0.9,122.6,1514,190.4,0,115.6,268.5
620,KARNATAKA,2.4,3,7.1,34,87.1,61.5,69.7,79.5,148.5,148.9,46.7,10.1,698.5,5.4,128.2,359.2,205.7,0,20.5,25.6
621,KARNATAKA,2.3,6.7,8.2,39.2,106.3,73.9,91.6,128.9,181.3,159.7,53.9,18,870,9,153.7,475.7,231.6,0,24.63333333,32.4
622,KARNATAKA,3.4,6,13.2,69.2,131.2,61.8,68.7,66,124.1,157.8,62.7,24.3,788.4,9.4,213.6,320.6,244.8,0,20.6,69.4
623,KARNATAKA,1.1,0.8,4.2,35,74,78.7,102.9,87,116.3,124.4,44.9,7.4,676.7,1.9,113.2,384.9,176.7,0,26.23333333,4.7
